id,name,description,category,muscle,equipment,difficulty,rating,rating_description,image_url,muscle_region,primary_muscle,type,activation
020af7e9-688f-4a06-8333-00af545892db,30° arms standing barbell curl,No description available,strength,arms,Barbell,Intermediate,5.9,,,full_muscle,full_muscle,isolation,7
0218c7ed-3d62-4150-98d6-abc1b7904bb4,single-leg machine seated calf raise,"The single-leg machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, but occasionally for higher reps of 20 per set or more.",strength,calves,Other,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_soleus,calves_soleus,isolation,5
02481fc2-7bd0-4cd9-8dee-03cd01d5de32,alternate hammer curl,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",strength,arms,Dumbbell,Intermediate,8.6,Average,https://t3.ftcdn.net/jpg/05/04/89/18/240_F_504891829_C8C4uvSyiarKli1wYpnDmNvkqiWsE2KN.jpg,arms_biceps,arms_biceps,isolation,7
02576b5f-9983-45ff-b1c8-5097b347cb5d,standing dumbbell upright row,"The standing dumbbell upright row is a popular movement for building stronger and bigger traps and shoulders. Many lifters combine this move with either their back or shoulder workout, since it involves both body parts. It is generally performed for moderate to high reps, such as 8-12 reps per set or more.",strength,traps,Dumbbell,Intermediate,8.7,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
028f1608-3963-466f-9e3e-ad684b340ef8,30° shoulders ez-bar front raise,No description available,strength,shoulders,E-Z Curl Bar,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
029ebc7a-b17f-4238-9576-6bc0bc25185b,rack pull with bands,No description available,powerlifting,lower back,Barbell,Beginner,8.5,Average,,full_muscle,full_muscle,compound,8
02be8e99-c7f2-47d7-a74c-fd3124e3e706,front squats with two kettlebells,No description available,strength,legs,Kettlebell,Beginner,9.2,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
02ed4ba4-37e3-4e4e-ab43-c6c6cb1c4536,tbs dumbbell romanian deadlift,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",strength,lower back,Dumbbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,"legs_hamstrings, glute_maximus",legs_hamstrings,compound,9
02f4d522-a04c-4e02-8163-5fc5ffd1d0b2,banded squat toe tap,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",strength,legs,Bands,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
032fc546-f2a7-4a4b-91ea-7c28d6dddbf9,fyr2 front kick-through,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
0339c9dc-6a37-4c16-a6ae-30cdc347568c,biceps curl to shoulder press,"The biceps curl to shoulder press is a dumbbell complex that combines two exercises that build and strengthen the biceps and shoulders or deltoids. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you structure the sets and reps, it is a time-efficient way to hit two crucial upper-body muscles in any workout.",strength,arms,Dumbbell,Beginner,9.1,Average,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,compound,7
033cb5d0-c58d-4955-8762-f87c91cb0eea,kettlebell alternating renegade row,"The kettlebell alternating renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",strength,middle back,Kettlebell,Intermediate,8.5,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
033d62b1-806a-463b-b5cc-b12916a363d5,fyr2 push-up to kettlebell hike combo,No description available,strength,chest,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
035f99b6-5c0e-4d68-b9fa-2e5bf104f514,holman heavy double split pike,No description available,strength,core,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
0361feff-1fc4-4c27-b967-e90017f99dc3,lying leg curl,"The lying leg curl is a popular machine-based exercise for the legs, particularly the hamstrings. It is similar to the seated leg curl, but the open hip angle in the lying leg curl may incorporate more glute and calf activation. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",strength,legs,Machine,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,isolation,7
0368bc5e-030a-4533-971d-2ff1dd1af138,holman weighted right side diagonal pike,No description available,strength,core,Other,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
0390c2e2-a459-4817-83ae-71ed8561a16b,middle back shrug,No description available,strength,middle back,Dumbbell,Beginner,8.3,Average,,full_muscle,full_muscle,isolation,5
0393663f-ac5b-4d95-8113-470a2c91cce1,anterior tibialis-smr,No description available,stretching,calves,Other,Beginner,5.3,Average,,full_muscle,full_muscle,isolation,5
039a980c-621b-4307-9134-d8faf6d607ff,cross-over jack,"The cross-over jack is a variation on the jumping jack, a popular calisthenics exercise used to improve overall conditioning. The difference between the jumping jack and the cross-over jack is that with the latter, the feet don't just come together each rep, they cross over each other. It's a great way to add variety to your warm-up or conditioning work.",strength,abductors,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
03a2ea20-4a05-462e-a816-4fe7ecb23939,fyr2 kettlebell clean and press,No description available,strength,shoulders,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
03bdb953-2d28-4a39-8c73-afbeefa0370c,kettlebell hang clean,No description available,strength,legs,Kettlebell,Beginner,0,,,full_muscle,full_muscle,isolation,5
03c4e4ab-bd61-4515-b9a8-d9c2a8314350,standing bent-over one-arm dumbbell triceps extension,The single-arm triceps kick-back is an isolation move from a bent-over position used to increase size and strength of the triceps.,strength,arms,Dumbbell,Intermediate,7.9,Average,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,isolation,5
03c91083-1378-49c3-82e5-2f88c0025481,30° legs sumo deadlift,No description available,strength,legs,Barbell,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,"legs_hamstrings, glute_maximus",legs_hamstrings,compound,9
03d96a2f-1801-4d17-a541-5e05a47e830e,mixed grip chin,No description available,strength,middle back,Bodyweight,Intermediate,8.2,Average,,full_muscle,full_muscle,isolation,5
03dfb27c-9622-4827-9a33-effeec49b711,30° shoulders seated banded barbell shoulder press,No description available,strength,shoulders,Bands,Intermediate,5.9,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,compound,5
040536e9-f6df-41ea-bc87-13f807c621b6,hm left-leg lunge and kick-out,No description available,strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,8
040745b3-1f90-4c5a-b26f-c70f7f87ceff,holman plate dynamo push-up,No description available,strength,chest,Other,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
041793d9-2190-4d8e-abde-732fab3c0250,holman standing heel click,No description available,strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
0418136f-02e7-42a7-ad74-99614b0e7673,un goblet squat,No description available,strength,glutes,Kettlebell,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
044f823e-1104-4510-bb42-ebac81bac43f,holman alternating reverse prisoner lunge,No description available,strength,legs,Bodyweight,Intermediate,5.9,,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,8
046b709c-0de2-4b36-a19f-0c83bc8708d1,deadlift with chains,No description available,powerlifting,lower back,Barbell,Beginner,8.6,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,"legs_hamstrings, glute_maximus",legs_hamstrings,compound,9
046f4f22-6ac2-41d7-b2ee-466a61bf2619,dumbbell farmer's walk,"The dumbbell farmer's walk is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",strongman,forearms,Other,Intermediate,9.4,Average,,full_muscle,full_muscle,isolation,5
04725102-427c-4017-a693-1a63deb46e5b,hm bent-over rear-delt fly,No description available,strength,shoulders,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals, shoulders_anterior, arms_triceps",chest_pectorals,isolation,5
047566af-b624-4b18-b2ae-10a1c36c1f6f,30° chest barbell bench press,No description available,strength,chest,Barbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals, shoulders_anterior, arms_triceps",chest_pectorals,compound,9
0484cb67-31e7-49e0-be51-4e7fe76f1098,up push-up,"The push-up is a popular bodyweight exercise that is commonly used in military and tactical physical fitness tests. It’s a classic movement to build upper-body muscle and strength, emphasizing the chest, triceps, and shoulders, but also working the upper back and core.",strength,chest,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,compound,5
04986013-7e1a-4a4e-88f5-4322c781c720,am decline abs,"The decline sit-up is a core exercise that works the iliopsoas, quads, hip flexors, and adductors. The rectus abdominis and obliques are the stabilizers in this movement.",strength,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
049f9860-5bf5-415f-99ca-a9fb27a7479c,fyr2 double-kettlebell standing clean,No description available,strength,lats,Kettlebell,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
04a017b9-d745-485f-8d75-758136f36fd4,kneeling cable crunch,"The kneeling cable crunch is a popular core isolation exercise using a rope attachment and cable stack while kneeling on the floor. It primarily targets the rectus abdominis or ""six-pack"" muscles, but also strengthens the deep core muscles. It is most commonly performed early in an ab workout, usually in moderate to high reps, such as 8-12 reps per set or higher.",strength,core,Cable,Intermediate,8.9,Average,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,isolation,5
04a858cd-311a-4d2a-88d1-d77e3177d645,fyr2 loaded beast sprawl,No description available,strength,core,Dumbbell,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
053339d4-bebb-4374-a4f2-deeeada6016a,snatch-grip behind-the-neck overhead press,No description available,strength,shoulders,Barbell,Beginner,9,Average,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Deltoid_muscle.PNG/500px-Deltoid_muscle.PNG,shoulders_anterior,shoulders_anterior,compound,5
054690ea-339e-40cb-856c-0af8d3e2cdc6,uns cable pull-through,No description available,strength,glutes,Cable,Intermediate,5.9,,,full_muscle,full_muscle,compound,8
054c8024-55c1-4d7b-8fde-8b786cda362a,holman bear crawl,No description available,strength,legs,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
054f599f-8605-4dd6-b7a6-8e0baf56462d,holman right side elbow plank with left leg swing,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,isolation,5
055e9602-8964-4155-afe9-cc5814c64403,machine seated row,"The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",strength,lats,Machine,Beginner,8.4,Average,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
05677b5a-dd09-43db-a28b-b08a0d479818,king maker pull-up,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",strength,lats,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,compound,8
05685313-0ec7-48c4-96d4-3580675f8670,hm child's pose,No description available,strength,lower back,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
057ce82f-20f2-4048-9a78-d5721e1f39ba,fyr2 monster banded good morning,No description available,strength,lower back,Bands,Intermediate,5.9,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,legs_hamstrings,legs_hamstrings,isolation,5
05bda125-0c54-47cb-8c17-5eef39942e93,kneeling cable triceps extension - gethin variation,"The kneeling cable triceps extension is an single-joint exercise meant to isolate the triceps muscles, using a high pully on a cable stack and a bench. It can also be performed in a tall-kneeling stance from a low pully. It is most commonly used in muscle-building triceps or overall arms workouts.",strength,arms,Cable,Intermediate,5.9,,https://barbend.com/wp-content/uploads/2019/04/Tricep-Muscle-Anatomy-1024x661.jpg,arms_triceps,arms_triceps,isolation,5
05c2695f-a16d-4ade-ba96-611204283584,zercher squat,The Zercher squat is a barbell exercise in which the bar is placed in the crease of your elbows as you perform a normal squat. This movement can be awkward at first but is extremely effective in building both size and strength.,strength,legs,Barbell,Intermediate,8.1,Average,https://www.shutterstock.com/image-illustration/quadriceps-male-muscles-anatomy-muscle-260nw-489727177.jpg,"legs_quads, glute_maximus",legs_quads,compound,9
05e2a65b-fd9f-4e63-ad3c-a09cb20040ea,30° arms standing ez-bar curl,No description available,strength,arms,E-Z Curl Bar,Intermediate,5.9,,,full_muscle,full_muscle,isolation,7
0608ec21-9fe0-45aa-8abb-64f3c894c45e,lateral box jump,"The lateral box jump is a plyometric exercise targeting lateral agility and lower-body strength. It's a great move for athletes in many sports, including basketball, skiing, and tennis.",plyometrics,adductors,Other,Intermediate,0,,,full_muscle,full_muscle,isolation,5
061b4c34-8ec4-4c31-babc-0251a33ca573,hm left side crunch,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://www.madscientistofmuscle.com/1-exercises/1-muscle-anatomy/graphics/rectus-abdominis.jpg,rectus_abdominis,rectus_abdominis,isolation,5
06286812-ff49-4c6b-916e-9baa2b210e9d,kettlebell sumo deadlift high pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",strength,traps,Kettlebell,Intermediate,8.7,Average,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_OWv94jxxO7g7rUVzmTJelOJFvjrh579tqA&s,"legs_hamstrings, glute_maximus",legs_hamstrings,compound,9
062fbafb-6cec-459d-9bb8-a068052b7a36,holman alternating diagonal straight plank,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,isolation,5
063abf1b-0faf-4fc0-b769-10ef7652d86b,standing dumbbell calf raise,"The standing dumbbell calf raise is a popular exercise to target the calf muscles of the lower leg, and in particular the gastrocnemius muscles. It can be performed for time or for reps, either two dumbbells, or one if balance is a problem and you would like to use your free hand to hold a fixed object.",strength,calves,Dumbbell,Intermediate,5.9,,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Calves.jpg?v=1601051316,calves_gastrocnemius,calves_gastrocnemius,isolation,5
0642a2f2-9510-498d-b1f3-99d3440ae04e,rocket jump,No description available,plyometrics,legs,Bodyweight,Beginner,8,Average,,full_muscle,full_muscle,isolation,5
0659ce20-3100-4374-bb1f-4b8569cbd02f,mountain climber,"The mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It involves lifting one knee to the chest at a time from a straight-arm plank position. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",plyometrics,core,Bodyweight,Intermediate,8.8,Average,,full_muscle,full_muscle,isolation,5
065bf401-da5e-46b8-918d-a83595c61b79,incline dumbbell flyes - with a twist,No description available,strength,chest,Dumbbell,Beginner,8.3,Average,https://cdn.shopify.com/s/files/1/1214/5580/files/Muscle_Group_Chest.jpg?v=1601050935,"chest_pectorals_upper, shoulders_anterior, arms_triceps",chest_pectorals_upper,isolation,5
065e7426-5d56-4dd9-9c63-0a9212ca617b,single-arm inverted row,"The single-arm inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row.",strength,traps,Barbell,Intermediate,5.9,,https://blog.infs.com/wp-content/uploads/2025/03/129458131_m.jpg,back_rhomboids,back_rhomboids,compound,8
0673fd3f-77b8-45d9-8589-141e126d0980,holman elbow plank to walk-up pike,No description available,strength,core,Bodyweight,Intermediate,5.9,,https://kinxlearning.com/cdn/shop/files/muscle-61_500x.jpg?v=1613518563,transverse_core,transverse_core,isolation,5
06998c2e-0ced-4b85-aae8-50fa5d4339b0,hm right side bird-dog,No description available,stretching,core,Bodyweight,Intermediate,5.9,,,full_muscle,full_muscle,isolation,5
